,client_id,age,total
13323,c_754,31,11
13324,c_7540,26,17
13325,c_7541,26,6
13326,c_7541,27,1
13327,c_7542,62,12
13328,c_7542,63,1
13329,c_7543,34,29
13330,c_7543,35,5
13331,c_7544,27,13
13332,c_7544,28,5
13333,c_7545,65,29
13334,c_7545,66,11
13335,c_7546,17,6
13336,c_7546,18,7
13337,c_7547,43,32
13338,c_7547,44,2
13339,c_7548,64,34
13340,c_7548,65,2
13341,c_7549,24,5
13342,c_7549,25,2
13343,c_755,25,2
13344,c_7550,48,35
13345,c_7550,49,2
13346,c_7551,67,35
13347,c_7551,68,3
13348,c_7552,48,78
13349,c_7552,49,9
13350,c_7553,29,17
13351,c_7553,30,1
13352,c_7554,20,11
13353,c_7555,40,14
13354,c_7555,41,7
13355,c_7556,36,53
13356,c_7556,37,18
13357,c_7557,40,1
13358,c_7557,41,6
13359,c_7558,77,20
13360,c_7558,78,4
13361,c_7559,17,25
13362,c_7559,18,3
13363,c_756,18,10
13364,c_756,19,2
13365,c_7560,17,15
13366,c_7560,18,3
13367,c_7561,24,23
13368,c_7561,25,11
13369,c_7562,25,10
13370,c_7562,26,1
13371,c_7563,22,15
13372,c_7564,31,45
13373,c_7564,32,6
13374,c_7565,33,57
13375,c_7565,34,9
13376,c_7566,50,51
13377,c_7566,51,11
13378,c_7567,19,8
13379,c_7567,20,1
13380,c_7568,27,18
13381,c_7568,28,7
13382,c_7569,17,7
13383,c_7569,18,1
13384,c_757,50,15
13385,c_757,51,3
13386,c_7570,27,14
13387,c_7570,28,5
13388,c_7571,55,4
13389,c_7571,56,10
13390,c_7572,43,51
13391,c_7572,44,19
13392,c_7573,35,37
13393,c_7573,36,7
13394,c_7574,35,112
13395,c_7574,36,9
13396,c_7575,48,25
13397,c_7575,49,6
13398,c_7576,28,27
13399,c_7577,29,14
13400,c_7577,30,5
13401,c_7578,26,11
13402,c_7578,27,5
13403,c_7579,44,61
13404,c_7579,45,15
13405,c_758,27,22
13406,c_758,28,1
13407,c_7580,22,3
13408,c_7580,23,1
13409,c_7581,24,3
13410,c_7581,25,2
13411,c_7582,22,19
13412,c_7582,23,4
13413,c_7583,37,9
13414,c_7583,38,2
13415,c_7585,27,4
13416,c_7586,45,28
13417,c_7586,46,12
13418,c_7587,85,49
13419,c_7587,86,3
13420,c_7588,17,23
13421,c_7588,18,2
13422,c_7589,21,2
13423,c_759,58,48
13424,c_759,59,13
13425,c_7590,68,4
13426,c_7590,69,1
13427,c_7591,45,29
13428,c_7591,46,5
13429,c_7592,53,17
13430,c_7592,54,16
13431,c_7593,28,4
13432,c_7593,29,1
13433,c_7594,19,3
13434,c_7595,67,8
13435,c_7595,68,4
13436,c_7596,28,12
13437,c_7596,29,9
13438,c_7597,57,6
13439,c_7598,66,26
13440,c_7598,67,9
13441,c_7599,50,10
13442,c_7599,51,9
13443,c_76,42,52
13444,c_76,43,6
13445,c_760,41,153
13446,c_760,42,30
13447,c_7600,64,35
13448,c_7600,65,3
13449,c_7601,44,85
13450,c_7601,45,24
13451,c_7602,67,13
13452,c_7603,68,31
13453,c_7603,69,10
13454,c_7604,25,6
13455,c_7604,26,1
13456,c_7605,30,71
13457,c_7605,31,12
13458,c_7606,51,24
13459,c_7606,52,5
13460,c_7607,55,12
13461,c_7608,70,29
13462,c_7608,71,10
13463,c_7609,29,20
13464,c_7609,30,3
13465,c_761,22,24
13466,c_761,23,3
13467,c_7610,27,7
13468,c_7611,62,11
13469,c_7611,63,4
13470,c_7612,32,16
13471,c_7612,33,10
13472,c_7613,28,15
13473,c_7613,29,3
13474,c_7614,26,6
13475,c_7615,35,29
13476,c_7615,36,9
13477,c_7616,28,10
13478,c_7616,29,2
13479,c_7617,17,9
13480,c_7617,18,5
13481,c_7618,54,44
13482,c_7618,55,12
13483,c_7619,17,12
13484,c_7619,18,1
13485,c_762,17,3
13486,c_7620,87,10
13487,c_7620,88,1
13488,c_7621,64,9
13489,c_7621,65,3
13490,c_7622,56,4
13491,c_7623,48,21
13492,c_7624,20,16
13493,c_7624,21,3
13494,c_7625,34,21
13495,c_7625,35,6
13496,c_7626,23,2
13497,c_7626,24,1
13498,c_7627,48,48
13499,c_7628,60,19
13500,c_7629,21,18
13501,c_7629,22,6
13502,c_763,38,36
13503,c_763,39,9
13504,c_7630,71,40
13505,c_7630,72,11
13506,c_7631,27,16
13507,c_7631,28,3
13508,c_7632,46,77
13509,c_7632,47,19
13510,c_7633,19,12
13511,c_7633,20,5
13512,c_7634,41,38
13513,c_7634,42,17
13514,c_7635,39,82
13515,c_7635,40,6
13516,c_7636,55,29
13517,c_7636,56,5
13518,c_7637,57,8
13519,c_7637,58,6
13520,c_7638,64,51
13521,c_7638,65,8
13522,c_7639,44,18
13523,c_764,17,4
13524,c_7640,20,26
13525,c_7640,21,1
13526,c_7641,28,8
13527,c_7642,53,36
13528,c_7642,54,4
13529,c_7643,17,23
13530,c_7644,23,4
13531,c_7644,24,1
13532,c_7645,67,8
13533,c_7645,68,1
13534,c_7646,48,129
13535,c_7646,49,5
13536,c_7647,34,28
13537,c_7647,35,2
13538,c_7648,19,5
13539,c_7649,52,32
13540,c_7649,53,11
13541,c_765,68,14
13542,c_765,69,2
13543,c_7650,29,26
13544,c_7650,30,5
13545,c_7651,53,23
13546,c_7651,54,4
13547,c_7652,71,63
13548,c_7652,72,15
13549,c_7653,37,56
13550,c_7653,38,9
13551,c_7654,33,40
13552,c_7654,34,10
13553,c_7655,34,7
13554,c_7656,65,10
13555,c_7657,61,56
13556,c_7657,62,10
13557,c_7658,34,61
13558,c_7658,35,13
13559,c_7659,26,1
13560,c_7659,27,1
13561,c_766,60,4
13562,c_766,61,1
13563,c_7660,28,9
13564,c_7660,29,7
13565,c_7661,26,9
13566,c_7661,27,1
13567,c_7662,77,29
13568,c_7662,78,10
13569,c_7663,33,98
13570,c_7663,34,20
13571,c_7664,41,11
13572,c_7664,42,6
13573,c_7665,53,6
13574,c_7665,54,2
13575,c_7666,35,82
13576,c_7666,36,10
13577,c_7667,26,9
13578,c_7667,27,3
13579,c_7668,22,2
13580,c_7669,29,3
13581,c_7669,30,2
13582,c_767,62,26
13583,c_767,63,3
13584,c_7670,37,61
13585,c_7670,38,17
13586,c_7671,17,7
13587,c_7671,18,3
13588,c_7672,30,41
13589,c_7672,31,15
13590,c_7673,66,21
13591,c_7673,67,2
13592,c_7674,56,15
13593,c_7674,57,8
13594,c_7675,53,36
13595,c_7675,54,17
13596,c_7676,23,12
13597,c_7676,24,1
13598,c_7677,60,15
13599,c_7677,61,6
13600,c_7678,17,6
13601,c_7678,18,2
13602,c_7679,38,58
13603,c_7679,39,5
13604,c_768,41,17
13605,c_768,42,11
13606,c_7680,34,83
13607,c_7680,35,11
13608,c_7681,75,14
13609,c_7681,76,1
13610,c_7682,42,31
13611,c_7682,43,3
13612,c_7683,48,143
13613,c_7683,49,22
13614,c_7684,21,10
13615,c_7684,22,2
13616,c_7685,38,80
13617,c_7685,39,12
13618,c_7686,17,8
13619,c_7686,18,1
13620,c_7687,69,46
13621,c_7687,70,8
13622,c_7688,24,15
13623,c_7689,69,7
13624,c_769,36,55
13625,c_769,37,3
13626,c_7690,40,43
13627,c_7690,41,8
13628,c_7691,46,81
13629,c_7691,47,9
13630,c_7692,45,24
13631,c_7693,60,8
13632,c_7693,61,4
13633,c_7694,63,21
13634,c_7694,64,6
13635,c_7695,43,38
13636,c_7695,44,4
13637,c_7696,43,36
13638,c_7696,44,8
13639,c_7697,21,18
13640,c_7697,22,1
13641,c_7698,65,7
13642,c_7698,66,1
13643,c_7699,58,35
13644,c_7699,59,8
13645,c_77,29,12
13646,c_770,65,37
13647,c_770,66,6
13648,c_7700,54,26
13649,c_7700,55,8
13650,c_7701,17,15
13651,c_7701,18,5
13652,c_7702,32,32
13653,c_7702,33,20
13654,c_7703,61,40
13655,c_7703,62,3
13656,c_7704,43,47
13657,c_7704,44,8
13658,c_7705,38,20
13659,c_7705,39,6
13660,c_7706,34,25
13661,c_7707,29,10
13662,c_7707,30,6
13663,c_7708,33,24
13664,c_7708,34,11
13665,c_7709,33,16
13666,c_7709,34,9
13667,c_771,56,27
13668,c_771,57,3
13669,c_7710,28,8
13670,c_7710,29,1
13671,c_7711,39,112
13672,c_7711,40,12
13673,c_7712,17,27
13674,c_7712,18,3
13675,c_7713,56,35
13676,c_7713,57,8
13677,c_7714,49,27
13678,c_7714,50,11
13679,c_7715,20,3
13680,c_7715,21,1
13681,c_7716,45,44
13682,c_7716,46,23
13683,c_7717,59,20
13684,c_7717,60,2
13685,c_7718,27,12
13686,c_7718,28,8
13687,c_7719,20,22
13688,c_772,25,22
13689,c_772,26,1
13690,c_7720,44,56
13691,c_7720,45,23
13692,c_7721,43,95
13693,c_7721,44,22
13694,c_7722,66,50
13695,c_7722,67,8
13696,c_7723,42,16
13697,c_7724,57,22
13698,c_7724,58,7
13699,c_7725,20,23
13700,c_7725,21,2
13701,c_7726,46,74
13702,c_7726,47,27
13703,c_7727,29,15
13704,c_7727,30,5
13705,c_7728,33,122
13706,c_7728,34,27
13707,c_7729,34,8
13708,c_7729,35,8
13709,c_773,22,2
13710,c_773,23,3
13711,c_7730,24,18
13712,c_7730,25,3
13713,c_7731,53,11
13714,c_7731,54,5
13715,c_7732,32,73
13716,c_7732,33,7
13717,c_7733,47,37
13718,c_7733,48,9
13719,c_7734,25,2
13720,c_7734,26,4
13721,c_7735,48,9
13722,c_7736,58,14
13723,c_7736,59,2
13724,c_7737,33,17
13725,c_7737,34,3
13726,c_7738,57,11
13727,c_7738,58,1
13728,c_7739,25,1
13729,c_774,62,33
13730,c_774,63,8
13731,c_7740,46,46
13732,c_7740,47,7
13733,c_7741,19,27
13734,c_7741,20,2
13735,c_7742,37,22
13736,c_7742,38,5
13737,c_7743,45,106
13738,c_7743,46,15
13739,c_7744,24,11
13740,c_7744,25,1
13741,c_7745,20,8
13742,c_7745,21,11
13743,c_7746,26,24
13744,c_7746,27,2
13745,c_7747,21,17
13746,c_7747,22,12
13747,c_7748,32,35
13748,c_7748,33,3
13749,c_7749,17,20
13750,c_7749,18,1
13751,c_775,59,45
13752,c_775,60,9
13753,c_7750,53,44
13754,c_7750,54,18
13755,c_7751,47,97
13756,c_7751,48,12
13757,c_7752,45,24
13758,c_7752,46,2
13759,c_7753,48,18
13760,c_7753,49,25
13761,c_7754,17,30
13762,c_7754,18,4
13763,c_7755,31,27
13764,c_7755,32,1
13765,c_7756,27,2
13766,c_7756,28,1
13767,c_7757,20,21
13768,c_7757,21,1
13769,c_7758,51,23
13770,c_7758,52,1
13771,c_7759,49,31
13772,c_7759,50,2
13773,c_776,37,55
13774,c_776,38,20
13775,c_7760,37,11
13776,c_7760,38,1
13777,c_7761,25,7
13778,c_7762,55,29
13779,c_7762,56,2
13780,c_7763,31,74
13781,c_7763,32,27
13782,c_7764,44,103
13783,c_7764,45,18
13784,c_7765,17,14
13785,c_7766,29,17
13786,c_7766,30,9
13787,c_7767,61,20
13788,c_7767,62,8
13789,c_7768,48,106
13790,c_7768,49,26
13791,c_7769,41,68
13792,c_7769,42,16
13793,c_777,30,20
13794,c_777,31,2
13795,c_7770,21,4
13796,c_7770,22,1
13797,c_7771,76,37
13798,c_7771,77,1
13799,c_7772,47,27
13800,c_7772,48,5
13801,c_7773,20,32
13802,c_7773,21,10
13803,c_7774,23,13
13804,c_7774,24,2
13805,c_7775,51,7
13806,c_7776,65,33
13807,c_7776,66,2
13808,c_7777,36,11
13809,c_7777,37,8
13810,c_7778,63,3
13811,c_7778,64,6
13812,c_7779,38,118
13813,c_7779,39,24
13814,c_778,37,151
13815,c_778,38,24
13816,c_7780,18,13
13817,c_7781,28,23
13818,c_7781,29,1
13819,c_7782,40,80
13820,c_7782,41,16
13821,c_7783,25,16
13822,c_7784,68,4
13823,c_7785,50,4
13824,c_7786,32,28
13825,c_7786,33,8
13826,c_7787,37,31
13827,c_7787,38,7
13828,c_7788,61,33
13829,c_7788,62,5
13830,c_7789,29,24
13831,c_7789,30,3
13832,c_779,32,31
13833,c_779,33,6
13834,c_7790,38,80
13835,c_7790,39,36
13836,c_7791,65,56
13837,c_7791,66,11
13838,c_7792,35,43
13839,c_7792,36,13
13840,c_7793,32,8
13841,c_7793,33,5
13842,c_7794,24,12
13843,c_7794,25,3
13844,c_7795,18,1
13845,c_7795,19,5
13846,c_7796,45,33
13847,c_7796,46,3
13848,c_7797,79,33
13849,c_7797,80,1
13850,c_7798,40,41
13851,c_7798,41,17
13852,c_7799,36,142
13853,c_7799,37,24
13854,c_78,73,8
13855,c_78,74,1
13856,c_780,32,40
13857,c_780,33,9
13858,c_7800,17,3
13859,c_7801,76,9
13860,c_7801,77,8
13861,c_7802,26,12
13862,c_7803,54,4
13863,c_7803,55,1
13864,c_7804,35,41
13865,c_7805,52,38
13866,c_7805,53,7
13867,c_7806,27,22
13868,c_7806,28,13
13869,c_7807,40,20
13870,c_7807,41,2
13871,c_7808,44,96
13872,c_7808,45,32
13873,c_7809,40,31
13874,c_7809,41,9
13875,c_781,41,28
13876,c_781,42,10
13877,c_7810,43,110
13878,c_7810,44,15
13879,c_7811,31,40
13880,c_7811,32,9
13881,c_7812,36,6
13882,c_7812,37,2
13883,c_7813,43,106
13884,c_7813,44,37
13885,c_7814,30,42
13886,c_7814,31,10
13887,c_7815,29,9
13888,c_7816,36,56
13889,c_7816,37,9
13890,c_7817,49,116
13891,c_7817,50,19
13892,c_7818,43,64
13893,c_7818,44,18
13894,c_7819,32,31
13895,c_7819,33,13
13896,c_782,30,14
13897,c_782,31,3
13898,c_7820,40,67
13899,c_7820,41,10
13900,c_7821,57,26
13901,c_7821,58,9
13902,c_7822,27,5
13903,c_7823,41,12
13904,c_7823,42,3
13905,c_7824,26,18
13906,c_7824,27,1
13907,c_7825,24,1
13908,c_7825,25,1
13909,c_7826,41,87
13910,c_7826,42,26
13911,c_7827,53,17
13912,c_7827,54,8
13913,c_7828,45,7
13914,c_7828,46,5
13915,c_7829,27,16
13916,c_7829,28,5
13917,c_783,62,16
13918,c_783,63,5
13919,c_7830,17,14
13920,c_7830,18,12
13921,c_7831,64,49
13922,c_7831,65,8
13923,c_7832,41,81
13924,c_7832,42,15
13925,c_7833,38,38
13926,c_7833,39,10
13927,c_7834,34,15
13928,c_7834,35,1
13929,c_7835,58,30
13930,c_7835,59,9
13931,c_7836,45,11
13932,c_7836,46,2
13933,c_7837,47,49
13934,c_7837,48,3
13935,c_7838,54,33
13936,c_7838,55,7
13937,c_7839,46,18
13938,c_784,58,11
13939,c_784,59,2
13940,c_7840,64,26
13941,c_7840,65,4
13942,c_7841,27,19
13943,c_7841,28,13
13944,c_7842,27,17
13945,c_7842,28,3
13946,c_7843,61,3
13947,c_7844,42,33
13948,c_7845,49,27
13949,c_7846,36,79
13950,c_7846,37,4
13951,c_7847,33,37
13952,c_7847,34,8
13953,c_7848,22,8
13954,c_7848,23,7
13955,c_7849,43,83
13956,c_7849,44,16
13957,c_785,27,7
13958,c_785,28,4
13959,c_7850,40,15
13960,c_7851,67,10
13961,c_7852,42,42
13962,c_7852,43,5
13963,c_7853,20,16
13964,c_7853,21,5
13965,c_7854,33,73
13966,c_7854,34,18
13967,c_7855,31,92
13968,c_7855,32,21
13969,c_7856,38,40
13970,c_7856,39,10
13971,c_7857,29,5
13972,c_7857,30,4
13973,c_7858,45,48
13974,c_7858,46,15
13975,c_7859,52,30
13976,c_7859,53,3
13977,c_786,49,32
13978,c_786,50,8
13979,c_7860,34,11
13980,c_7860,35,5
13981,c_7861,31,91
13982,c_7861,32,7
13983,c_7862,56,20
13984,c_7863,21,3
13985,c_7863,22,2
13986,c_7864,76,5
13987,c_7864,77,1
13988,c_7865,24,9
13989,c_7865,25,6
13990,c_7866,32,10
13991,c_7866,33,9
13992,c_7867,21,3
13993,c_7867,22,5
13994,c_7868,50,32
13995,c_7868,51,2
13996,c_7869,55,21
13997,c_7869,56,2
13998,c_787,36,11
13999,c_787,37,4
14000,c_7870,26,14
14001,c_7870,27,6
14002,c_7871,72,27
14003,c_7871,73,12
14004,c_7872,39,28
14005,c_7872,40,6
14006,c_7873,41,72
14007,c_7873,42,26
14008,c_7874,39,12
14009,c_7875,17,15
14010,c_7875,18,1
14011,c_7876,48,14
14012,c_7877,36,31
14013,c_7877,37,1
14014,c_7878,32,114
14015,c_7878,33,14
14016,c_7879,73,51
14017,c_7879,74,8
14018,c_788,57,20
14019,c_788,58,6
14020,c_7880,27,5
14021,c_7881,25,16
14022,c_7881,26,10
14023,c_7882,24,6
14024,c_7882,25,3
14025,c_7883,18,12
14026,c_7883,19,2
14027,c_7884,53,13
14028,c_7884,54,1
14029,c_7885,59,25
14030,c_7885,60,3
14031,c_7886,79,37
14032,c_7886,80,6
14033,c_7887,41,22
14034,c_7887,42,6
14035,c_7888,23,16
14036,c_7888,24,1
14037,c_7889,39,38
14038,c_7889,40,10
14039,c_789,17,18
14040,c_789,18,3
14041,c_7890,22,16
14042,c_7891,40,56
14043,c_7891,41,18
14044,c_7892,56,17
14045,c_7892,57,1
14046,c_7893,37,13
14047,c_7893,38,3
14048,c_7894,59,29
14049,c_7894,60,6
14050,c_7895,62,12
14051,c_7895,63,4
14052,c_7896,44,44
14053,c_7896,45,11
14054,c_7897,56,31
14055,c_7897,57,10
14056,c_7898,25,10
14057,c_7899,72,21
14058,c_7899,73,2
14059,c_79,65,26
14060,c_79,66,7
14061,c_790,69,7
14062,c_790,70,3
14063,c_7900,21,10
14064,c_7900,22,9
14065,c_7901,51,43
14066,c_7901,52,8
14067,c_7902,58,6
14068,c_7902,59,3
14069,c_7903,36,40
14070,c_7903,37,10
14071,c_7904,19,23
14072,c_7904,20,4
14073,c_7905,19,13
14074,c_7905,20,3
14075,c_7906,22,8
14076,c_7906,23,1
14077,c_7907,46,66
14078,c_7907,47,19
14079,c_7908,20,22
14080,c_7908,21,1
14081,c_7909,31,27
14082,c_7909,32,5
14083,c_791,32,26
14084,c_7910,29,17
14085,c_7910,30,1
14086,c_7911,33,15
14087,c_7911,34,1
14088,c_7912,32,115
14089,c_7912,33,12
14090,c_7913,51,17
14091,c_7913,52,6
14092,c_7914,69,24
14093,c_7914,70,9
14094,c_7915,48,50
14095,c_7915,49,24
14096,c_7916,17,3
14097,c_7917,42,43
14098,c_7917,43,7
14099,c_7918,34,51
14100,c_7918,35,10
14101,c_7919,42,68
14102,c_7919,43,15
14103,c_792,57,43
14104,c_792,58,7
14105,c_7920,65,32
14106,c_7920,66,8
14107,c_7921,39,32
14108,c_7921,40,8
14109,c_7922,73,27
14110,c_7922,74,3
14111,c_7923,17,13
14112,c_7924,50,72
14113,c_7924,51,6
14114,c_7925,37,60
14115,c_7925,38,26
14116,c_7926,70,35
14117,c_7926,71,4
14118,c_7927,17,9
14119,c_7927,18,1
14120,c_7928,29,3
14121,c_7928,30,1
14122,c_7929,37,30
14123,c_7929,38,7
14124,c_793,47,39
14125,c_793,48,4
14126,c_7930,26,12
14127,c_7930,27,2
14128,c_7931,53,17
14129,c_7931,54,3
14130,c_7932,41,88
14131,c_7932,42,22
14132,c_7933,28,7
14133,c_7934,69,53
14134,c_7934,70,13
14135,c_7935,23,6
14136,c_7935,24,3
14137,c_7936,22,12
14138,c_7936,23,3
14139,c_7937,52,20
14140,c_7938,49,15
14141,c_7938,50,6
14142,c_7939,48,22
14143,c_7939,49,3
14144,c_794,47,137
14145,c_794,48,37
14146,c_7940,48,12
14147,c_7940,49,7
14148,c_7941,17,2
14149,c_7942,47,30
14150,c_7942,48,13
14151,c_7943,35,70
14152,c_7943,36,12
14153,c_7944,26,8
14154,c_7945,45,73
14155,c_7945,46,12
14156,c_7946,34,99
14157,c_7946,35,18
14158,c_7947,25,14
14159,c_7948,40,24
14160,c_7948,41,11
14161,c_7949,46,102
14162,c_7949,47,26
14163,c_795,42,16
14164,c_795,43,3
14165,c_7950,40,13
14166,c_7951,35,21
14167,c_7951,36,10
14168,c_7952,54,29
14169,c_7952,55,10
14170,c_7953,45,16
14171,c_7953,46,3
14172,c_7954,48,93
14173,c_7954,49,27
14174,c_7955,27,16
14175,c_7955,28,3
14176,c_7956,26,6
14177,c_7957,29,19
14178,c_7958,59,56
14179,c_7958,60,13
14180,c_7959,47,167
14181,c_7959,48,28
14182,c_796,51,13
14183,c_7960,41,52
14184,c_7960,42,6
14185,c_7961,46,141
14186,c_7961,47,25
14187,c_7962,19,16
14188,c_7962,20,3
14189,c_7963,58,8
14190,c_7963,59,2
14191,c_7964,17,13
14192,c_7964,18,6
14193,c_7965,17,25
14194,c_7965,18,6
14195,c_7966,17,24
14196,c_7966,18,3
14197,c_7967,41,11
14198,c_7968,52,11
14199,c_7969,22,11
14200,c_7969,23,4
14201,c_797,44,84
14202,c_797,45,26
14203,c_7970,19,17
14204,c_7970,20,1
14205,c_7971,17,24
14206,c_7971,18,1
14207,c_7972,40,19
14208,c_7972,41,5
14209,c_7973,20,18
14210,c_7973,21,2
14211,c_7974,34,38
14212,c_7974,35,15
14213,c_7975,61,19
14214,c_7975,62,1
14215,c_7976,33,18
14216,c_7976,34,8
14217,c_7977,60,44
14218,c_7977,61,14
14219,c_7978,32,39
14220,c_7978,33,5
14221,c_7979,53,9
14222,c_7979,54,3
14223,c_798,36,44
14224,c_798,37,19
14225,c_7980,41,6
14226,c_7981,43,28
14227,c_7981,44,7
14228,c_7982,43,27
14229,c_7982,44,11
14230,c_7983,49,61
14231,c_7983,50,16
14232,c_7984,40,11
14233,c_7985,18,13
14234,c_7985,19,10
14235,c_7986,42,92
14236,c_7986,43,14
14237,c_7987,42,22
14238,c_7987,43,3
14239,c_7988,33,53
14240,c_7988,34,13
14241,c_7989,33,22
14242,c_7989,34,4
14243,c_799,76,18
14244,c_799,77,10
14245,c_7990,65,14
14246,c_7990,66,1
14247,c_7991,53,20
14248,c_7991,54,4
14249,c_7992,39,11
14250,c_7992,40,11
14251,c_7993,49,75
14252,c_7993,50,23
14253,c_7994,32,15
14254,c_7994,33,11
14255,c_7995,38,48
14256,c_7995,39,10
14257,c_7996,34,66
14258,c_7996,35,10
14259,c_7997,27,10
14260,c_7997,28,2
14261,c_7998,57,10
14262,c_7998,58,3
14263,c_7999,30,101
14264,c_7999,31,13
14265,c_8,46,101
14266,c_8,47,9
14267,c_80,17,9
14268,c_80,18,2
14269,c_800,36,85
14270,c_800,37,9
14271,c_8000,17,9
14272,c_8000,18,6
14273,c_8001,33,85
14274,c_8001,34,15
14275,c_8002,48,71
14276,c_8002,49,18
14277,c_8003,60,20
14278,c_8003,61,9
14279,c_8004,23,13
14280,c_8005,66,1
14281,c_8006,32,50
14282,c_8006,33,9
14283,c_8007,19,24
14284,c_8007,20,3
14285,c_8008,17,15
14286,c_8008,18,5
14287,c_8009,73,5
14288,c_8009,74,1
14289,c_801,23,24
14290,c_801,24,8
14291,c_8010,77,7
14292,c_8010,78,1
14293,c_8011,56,39
14294,c_8011,57,3
14295,c_8012,78,26
14296,c_8012,79,3
14297,c_8013,42,58
14298,c_8013,43,11
14299,c_8014,56,10
14300,c_8014,57,5
14301,c_8015,64,4
14302,c_8015,65,4
14303,c_8016,48,19
14304,c_8016,49,5
14305,c_8017,23,22
14306,c_8017,24,2
14307,c_8018,56,58
14308,c_8018,57,9
14309,c_8019,31,25
14310,c_802,17,25
14311,c_802,18,6
14312,c_8020,48,59
14313,c_8020,49,12
14314,c_8021,53,11
14315,c_8021,54,3
14316,c_8022,62,7
14317,c_8022,63,6
14318,c_8023,33,83
14319,c_8023,34,20
14320,c_8024,85,50
14321,c_8024,86,11
14322,c_8025,71,12
14323,c_8026,43,160
14324,c_8026,44,32
14325,c_8027,21,11
14326,c_8027,22,1
14327,c_8028,51,20
14328,c_8028,52,8
14329,c_8029,43,24
14330,c_8029,44,19
14331,c_803,73,65
14332,c_803,74,26
14333,c_8030,63,21
14334,c_8030,64,13
14335,c_8031,55,49
14336,c_8031,56,7
14337,c_8032,17,2
14338,c_8033,55,26
14339,c_8033,56,1
14340,c_8034,48,55
14341,c_8034,49,9
14342,c_8035,42,69
14343,c_8035,43,15
14344,c_8036,63,28
14345,c_8036,64,4
14346,c_8037,21,4
14347,c_8037,22,1
14348,c_8038,17,28
14349,c_8038,18,6
14350,c_8039,53,25
14351,c_8039,54,6
14352,c_804,33,19
14353,c_804,34,6
14354,c_8040,34,7
14355,c_8041,50,12
14356,c_8041,51,4
14357,c_8042,60,11
14358,c_8042,61,2
14359,c_8043,44,72
14360,c_8043,45,21
14361,c_8044,40,46
14362,c_8044,41,12
14363,c_8045,76,4
14364,c_8045,77,5
14365,c_8046,39,12
14366,c_8046,40,18
14367,c_8047,66,14
14368,c_8047,67,4
14369,c_8048,38,118
14370,c_8048,39,21
14371,c_8049,26,23
14372,c_8049,27,15
14373,c_805,27,7
14374,c_8050,27,6
14375,c_8051,29,2
14376,c_8052,29,23
14377,c_8052,30,3
14378,c_8053,50,39
14379,c_8053,51,12
14380,c_8054,25,13
14381,c_8054,26,3
14382,c_8055,32,78
14383,c_8055,33,18
14384,c_8056,36,43
14385,c_8056,37,15
14386,c_8057,55,29
14387,c_8057,56,8
14388,c_8058,30,57
14389,c_8058,31,27
14390,c_8059,62,2
14391,c_8059,63,3
14392,c_806,46,30
14393,c_806,47,3
14394,c_8060,42,30
14395,c_8060,43,3
14396,c_8061,41,29
14397,c_8061,42,11
14398,c_8062,56,32
14399,c_8062,57,5
14400,c_8063,59,66
14401,c_8063,60,23
14402,c_8064,53,4
14403,c_8064,54,2
14404,c_8065,17,15
14405,c_8065,18,1
14406,c_8066,67,5
14407,c_8067,47,7
14408,c_8067,48,11
14409,c_8068,19,2
14410,c_8068,20,1
14411,c_8069,46,94
14412,c_8069,47,34
14413,c_807,20,7
14414,c_8070,79,14
14415,c_8070,80,1
14416,c_8071,17,17
14417,c_8071,18,5
14418,c_8072,28,10
14419,c_8072,29,1
14420,c_8073,39,50
14421,c_8073,40,10
14422,c_8074,52,54
14423,c_8074,53,19
14424,c_8075,59,2
14425,c_8075,60,3
14426,c_8076,33,44
14427,c_8076,34,12
14428,c_8077,53,15
14429,c_8077,54,2
14430,c_8078,43,66
14431,c_8078,44,8
14432,c_8079,59,25
14433,c_8079,60,4
14434,c_808,17,6
14435,c_808,18,2
14436,c_8080,30,17
14437,c_8081,57,24
14438,c_8081,58,3
14439,c_8082,43,31
14440,c_8082,44,10
14441,c_8083,65,6
14442,c_8083,66,2
14443,c_8084,68,16
14444,c_8084,69,3
14445,c_8085,31,26
14446,c_8085,32,5
14447,c_8086,26,7
14448,c_8087,54,60
14449,c_8087,55,19
14450,c_8088,54,10
14451,c_8088,55,2
14452,c_8089,36,47
14453,c_8089,37,9
14454,c_809,32,50
14455,c_809,33,9
14456,c_8090,34,26
14457,c_8090,35,8
14458,c_8091,17,23
14459,c_8092,73,4
14460,c_8093,89,16
14461,c_8094,66,7
14462,c_8094,67,1
14463,c_8095,43,8
14464,c_8095,44,4
14465,c_8096,32,42
14466,c_8096,33,19
14467,c_8097,53,21
14468,c_8098,44,9
14469,c_8099,26,19
14470,c_8099,27,2
14471,c_81,46,84
14472,c_81,47,18
14473,c_810,41,49
14474,c_810,42,15
14475,c_8100,63,16
14476,c_8100,64,1
14477,c_8101,28,10
14478,c_8102,44,13
14479,c_8102,45,3
14480,c_8103,29,22
14481,c_8103,30,17
14482,c_8104,23,8
14483,c_8104,24,9
14484,c_8105,34,34
14485,c_8105,35,10
14486,c_8106,20,22
14487,c_8107,52,7
14488,c_8107,53,1
14489,c_8108,20,7
14490,c_8109,39,46
14491,c_8109,40,1
14492,c_811,51,23
14493,c_811,52,5
14494,c_8110,26,8
14495,c_8110,27,2
14496,c_8111,65,6
14497,c_8111,66,1
14498,c_8112,17,21
